ensg_id,length
ENSG00000305898,829
ENSG00000305900,1508
ENSG00000305904,429
ENSG00000253661,12121
ENSG00000305930,715
ENSG00000305932,706
ENSG00000305949,816
ENSG00000251136,24241
ENSG00000254859,1500
ENSG00000306000,824
ENSG00000306005,503
ENSG00000287576,3427
ENSG00000254031,2671
ENSG00000306055,592
ENSG00000306077,791
ENSG00000306080,2184
ENSG00000306089,863
ENSG00000306096,407
ENSG00000306106,244
ENSG00000306133,323
ENSG00000248964,3965
ENSG00000306199,302
ENSG00000253470,769
ENSG00000254086,1879
ENSG00000286034,1317
ENSG00000287467,1447
ENSG00000306256,1450
ENSG00000306289,694
ENSG00000253796,4487
ENSG00000306304,368
ENSG00000306326,308
ENSG00000306370,2250
ENSG00000306383,601
ENSG00000306390,1758
ENSG00000280725,2395
ENSG00000281641,4108
ENSG00000306487,299
ENSG00000306491,854
ENSG00000306504,1708
ENSG00000306534,411
ENSG00000306541,3114
ENSG00000306554,1373
ENSG00000225885,3150
ENSG00000306558,862
ENSG00000253669,3830
ENSG00000306575,476
ENSG00000306590,589
ENSG00000306591,3301
ENSG00000285579,3694
ENSG00000251396,15288
ENSG00000306615,357
ENSG00000306619,1020
ENSG00000255402,1843
ENSG00000306753,421
ENSG00000215374,10952
ENSG00000306757,598
ENSG00000245910,3664
ENSG00000254372,962
ENSG00000248538,27274
ENSG00000306789,1231
ENSG00000306818,446
ENSG00000306820,3417
ENSG00000251003,5683
ENSG00000253887,2472
ENSG00000270866,1850
ENSG00000306870,451
ENSG00000253695,3210
ENSG00000253252,366
ENSG00000254102,3683
ENSG00000306911,2457
ENSG00000306912,503
ENSG00000306925,652
ENSG00000306926,1635
ENSG00000306935,2236
ENSG00000306950,780
ENSG00000306968,1602
ENSG00000287785,2599
ENSG00000287464,1915
ENSG00000306992,1324
ENSG00000253164,3552
ENSG00000307010,1632
ENSG00000307022,2753
ENSG00000307070,359
ENSG00000307139,528
ENSG00000307141,1019
ENSG00000307145,616
ENSG00000279847,1115
ENSG00000307173,667
ENSG00000307178,398
ENSG00000307180,506
ENSG00000307182,441
ENSG00000307200,612
ENSG00000253644,605
ENSG00000307233,1757
ENSG00000287201,3074
ENSG00000287352,5002
ENSG00000253583,1649
ENSG00000253855,2681
ENSG00000287747,1354
ENSG00000307384,912
ENSG00000307394,633
ENSG00000307426,457
ENSG00000272163,2561
ENSG00000307502,975
ENSG00000307508,545
ENSG00000254129,1182
ENSG00000307526,1042
ENSG00000307535,559
ENSG00000307578,736
ENSG00000253926,3102
ENSG00000307607,783
ENSG00000307692,571
ENSG00000307714,984
ENSG00000272192,1607
ENSG00000248318,1973
ENSG00000307746,585
ENSG00000307756,1269
ENSG00000307759,439
ENSG00000307762,393
ENSG00000307790,655
ENSG00000307799,394
ENSG00000307810,1927
ENSG00000307812,1429
ENSG00000254119,7696
ENSG00000307833,723
ENSG00000254777,8652
ENSG00000307854,1378
ENSG00000253834,939
ENSG00000287975,3120
ENSG00000307873,913
ENSG00000307883,847
ENSG00000307898,1704
ENSG00000254802,2757
ENSG00000307935,518
ENSG00000307957,702
ENSG00000253688,1579
ENSG00000307978,875
ENSG00000307990,887
ENSG00000253608,4313
ENSG00000307998,648
ENSG00000308060,1080
ENSG00000308097,620
ENSG00000308109,473
ENSG00000308114,497
ENSG00000253142,1152
ENSG00000308199,819
ENSG00000255224,1277
ENSG00000253553,13649
ENSG00000253593,782
ENSG00000308266,524
ENSG00000308276,547
ENSG00000308277,1028
ENSG00000253696,3659
ENSG00000308293,644
ENSG00000253764,2897
ENSG00000308357,396
ENSG00000287998,5819
ENSG00000308382,1122
ENSG00000308384,648
ENSG00000308402,1970
ENSG00000254006,1646
ENSG00000308421,802
ENSG00000308428,900
ENSG00000253636,3559
ENSG00000284606,11773
ENSG00000308456,776
ENSG00000308484,525
ENSG00000308486,922
ENSG00000308490,808
ENSG00000291049,7105
ENSG00000308533,1107
ENSG00000308536,506
ENSG00000308537,643
ENSG00000308543,1435
ENSG00000308558,1337
ENSG00000308573,1247
ENSG00000308589,3059
ENSG00000249917,5723
ENSG00000287826,2424
ENSG00000253643,1985
ENSG00000308656,1244
ENSG00000308673,430
ENSG00000289263,1437
ENSG00000247134,2507
ENSG00000308726,724
ENSG00000285683,2655
ENSG00000253358,1169
ENSG00000308743,1593
ENSG00000308751,417
ENSG00000254219,656
ENSG00000308775,1192
ENSG00000308780,635
ENSG00000308793,1812
ENSG00000308805,687
ENSG00000308809,1909
ENSG00000308810,609
ENSG00000253286,3984
ENSG00000308833,556
ENSG00000308850,736
ENSG00000253471,771
ENSG00000255046,1167
ENSG00000308867,564
ENSG00000285977,1261
ENSG00000254101,30436
ENSG00000308975,594
ENSG00000309019,584
ENSG00000309029,1378
ENSG00000309033,762
ENSG00000309049,470
ENSG00000309050,733
ENSG00000309058,1581
ENSG00000309077,676
ENSG00000215117,4197
ENSG00000293376,3785
ENSG00000309137,757
ENSG00000309155,638
ENSG00000309172,1550
ENSG00000253196,2120
ENSG00000261437,3733
ENSG00000309211,2102
ENSG00000309230,763
ENSG00000309245,812
ENSG00000244791,1708
ENSG00000251127,2750
ENSG00000255491,5126
ENSG00000253974,2526
ENSG00000309319,646
ENSG00000309322,581
ENSG00000309331,811
ENSG00000309333,223
ENSG00000246582,3695
ENSG00000250714,1285
ENSG00000309394,350
ENSG00000309401,377
ENSG00000225725,2841
ENSG00000309450,1293
ENSG00000309460,1897
ENSG00000253380,351
ENSG00000309479,544
ENSG00000253901,2523
ENSG00000253270,1128
ENSG00000309496,465
ENSG00000277332,5250
ENSG00000309630,879
ENSG00000309647,765
ENSG00000246228,3684
ENSG00000286985,3055
ENSG00000287781,1795
ENSG00000253438,22264
ENSG00000286122,5190
ENSG00000309740,2030
ENSG00000309745,725
ENSG00000309748,345
ENSG00000309752,280
ENSG00000245164,9619
ENSG00000285675,2099
ENSG00000309767,701
ENSG00000253230,7434
ENSG00000309786,1379
ENSG00000309805,913
ENSG00000253868,5133
ENSG00000309816,2954
ENSG00000309827,624
ENSG00000309843,321
ENSG00000309856,225
ENSG00000309861,602
ENSG00000285744,3035
ENSG00000249859,37227
ENSG00000309875,665
ENSG00000309889,3625
ENSG00000309891,521
ENSG00000289477,3123
ENSG00000272138,6104
ENSG00000309908,323
ENSG00000309923,632
ENSG00000309934,745
ENSG00000309936,610
ENSG00000309942,261
ENSG00000254054,1468
ENSG00000309952,2356
ENSG00000309953,594
ENSG00000309955,1194
ENSG00000309958,366
ENSG00000309968,1372
ENSG00000309969,974
ENSG00000309971,410
ENSG00000309986,1629
ENSG00000310028,1736
ENSG00000310067,995
ENSG00000310100,943
ENSG00000310114,1357
ENSG00000310127,172
ENSG00000310150,1235
ENSG00000310152,785
ENSG00000310171,288
ENSG00000310184,1868
ENSG00000310188,541
ENSG00000310189,922
ENSG00000253452,14665
ENSG00000310210,1356
ENSG00000253524,1023
ENSG00000254394,7214
ENSG00000254123,1177
ENSG00000310308,1546
ENSG00000310318,1274
ENSG00000253320,9501
ENSG00000283157,1176
ENSG00000310345,605
ENSG00000310350,1228
ENSG00000253898,1540
ENSG00000310361,786
ENSG00000310367,580
ENSG00000310378,924
ENSG00000310385,546
ENSG00000310398,326
ENSG00000310411,870
ENSG00000254389,2216
ENSG00000310415,484
ENSG00000286362,776
ENSG00000310521,4292
ENSG00000136982,2487
ENSG00000244642,295
ENSG00000245330,2039
ENSG00000155792,2627
ENSG00000202356,98
ENSG00000254343,752
ENSG00000305179,745
ENSG00000147443,2041
ENSG00000130227,6918
ENSG00000295189,1042
ENSG00000295206,449
ENSG00000307912,1135
ENSG00000275074,2880
ENSG00000288677,553
ENSG00000305633,352
ENSG00000285881,1422
ENSG00000309144,757
ENSG00000208037,82
ENSG00000254064,917
ENSG00000297857,1739
ENSG00000308783,2844
ENSG00000308759,732
ENSG00000254337,1824
ENSG00000253658,7131
ENSG00000238808,62
ENSG00000254332,748
ENSG00000253373,453
ENSG00000304212,1657
ENSG00000303306,1253
ENSG00000303289,569
ENSG00000252358,247
ENSG00000287844,9168
ENSG00000253734,5024
ENSG00000215114,5295
ENSG00000250031,1779
ENSG00000167910,2877
ENSG00000254103,481
ENSG00000302127,998
ENSG00000137575,4777
ENSG00000035681,6174
ENSG00000242970,345
ENSG00000295184,360
ENSG00000201231,141
ENSG00000300073,530
ENSG00000133739,5001
ENSG00000133740,5999
ENSG00000254208,468
ENSG00000176731,2542
ENSG00000258256,1959
ENSG00000133742,4068
ENSG00000253361,5865
ENSG00000293624,1771
ENSG00000253166,164
ENSG00000255464,178
ENSG00000253620,137
ENSG00000292979,17558
ENSG00000254069,826
ENSG00000303939,839
ENSG00000224594,460
ENSG00000299897,3111
ENSG00000248347,1474
ENSG00000308706,2220
ENSG00000251470,447
ENSG00000302462,2267
ENSG00000250979,3048
ENSG00000304447,3345
ENSG00000273567,1288
ENSG00000293000,6598
ENSG00000253413,217
ENSG00000303742,441
ENSG00000271612,302
ENSG00000253781,1027
ENSG00000304526,1208
ENSG00000268080,258
ENSG00000254089,3615
ENSG00000251142,324
ENSG00000253301,13845
ENSG00000253723,310
ENSG00000298348,737
ENSG00000253499,512
ENSG00000301177,2439
ENSG00000227514,521
ENSG00000295875,544
ENSG00000255033,266
ENSG00000253434,4222
ENSG00000253541,1162
ENSG00000298588,1576
ENSG00000253923,975
ENSG00000306471,2532
ENSG00000227203,382
ENSG00000307192,1545
ENSG00000242399,354
ENSG00000306981,746
ENSG00000249316,564
ENSG00000254948,910
ENSG00000290829,10718
ENSG00000250794,434
ENSG00000233170,667
ENSG00000183154,3979
ENSG00000248585,791
ENSG00000285632,2002
ENSG00000234120,183
ENSG00000230106,192
ENSG00000231930,102
ENSG00000290357,5072
ENSG00000284614,218
ENSG00000284728,221
ENSG00000299322,6431
ENSG00000285659,838
ENSG00000297353,3166
ENSG00000284617,218
ENSG00000308628,1252
ENSG00000284655,218
ENSG00000284698,221
ENSG00000296433,2300
ENSG00000253175,375
ENSG00000254283,191
ENSG00000253704,6005
ENSG00000291308,120
ENSG00000305146,671
ENSG00000232039,243
ENSG00000295971,1094
ENSG00000253237,285
ENSG00000305250,594
ENSG00000253760,457
ENSG00000294977,1913
ENSG00000255459,741
ENSG00000254776,835
ENSG00000301357,3623
ENSG00000255457,270
ENSG00000299427,644
ENSG00000223629,285
ENSG00000295989,913
ENSG00000215378,231
ENSG00000295950,1626
ENSG00000242296,264
ENSG00000297187,568
ENSG00000284717,975
ENSG00000254367,2829
ENSG00000285237,257
ENSG00000253678,2102
ENSG00000254527,756
ENSG00000310499,798
ENSG00000255052,9891
ENSG00000249889,450
ENSG00000255122,186
ENSG00000254917,967
ENSG00000301987,672
ENSG00000242709,330
ENSG00000301327,788
ENSG00000253214,3624
ENSG00000236827,3871
ENSG00000253853,10599
ENSG00000253982,4813
ENSG00000246145,10287
ENSG00000253799,7498
ENSG00000289095,3581
ENSG00000253577,3027
ENSG00000227888,31200
ENSG00000250295,8631
ENSG00000246430,8123
ENSG00000254288,3445
ENSG00000254237,5606
ENSG00000228801,5973
ENSG00000253433,6696
ENSG00000286984,4462
ENSG00000253377,3654
ENSG00000288782,7639
ENSG00000253773,11229
ENSG00000253161,17455
ENSG00000253819,12151
ENSG00000253944,6341
ENSG00000246662,13826
ENSG00000253130,4143
ENSG00000253778,2181
ENSG00000288985,9248
ENSG00000253832,6674
ENSG00000282142,4311
ENSG00000288761,3468
ENSG00000253374,3940
ENSG00000253893,12433
ENSG00000237807,14028
ENSG00000229140,66130
ENSG00000245281,7117
ENSG00000289473,5513
ENSG00000260093,8717
ENSG00000253535,4012
ENSG00000233575,324
ENSG00000224836,334
ENSG00000228783,392
ENSG00000120158,4140
ENSG00000220937,928
ENSG00000278754,132
ENSG00000287465,516
ENSG00000226470,146
ENSG00000231491,919
ENSG00000228810,2007
ENSG00000183354,8497
ENSG00000236594,454
ENSG00000227607,255
ENSG00000228165,75
ENSG00000044459,11064
ENSG00000234146,1349
ENSG00000213362,551
ENSG00000188133,5342
ENSG00000176399,5586
ENSG00000147874,7719
ENSG00000237083,301
ENSG00000229080,670
ENSG00000280683,1966
ENSG00000236739,535
ENSG00000270683,523
ENSG00000224488,1399
ENSG00000164985,6744
ENSG00000137074,15614
ENSG00000164989,12194
ENSG00000236796,1184
ENSG00000228292,257
ENSG00000235148,585
ENSG00000276759,2320
ENSG00000107295,2693
ENSG00000226626,769
ENSG00000285784,877
ENSG00000287318,3766
ENSG00000233278,348
ENSG00000236156,410
ENSG00000153714,3062
ENSG00000224648,243
ENSG00000224549,447
ENSG00000231376,261
ENSG00000287696,977
ENSG00000223807,400
ENSG00000237437,1227
ENSG00000232060,602
ENSG00000187988,1169
ENSG00000227924,1431
ENSG00000277340,298
ENSG00000086102,7146
ENSG00000283541,1518
ENSG00000214020,493
ENSG00000234861,1321
ENSG00000107105,5140
ENSG00000137106,7226
ENSG00000277297,1603
ENSG00000235256,1363
ENSG00000196092,9570
ENSG00000125385,403
ENSG00000225947,392
ENSG00000236604,576
ENSG00000235707,1104
ENSG00000234042,691
ENSG00000236184,844
ENSG00000156052,6972
ENSG00000228781,480
ENSG00000230245,352
ENSG00000223421,1363
ENSG00000228557,1382
ENSG00000260995,2908
ENSG00000268234,1332
ENSG00000197506,5138
ENSG00000229857,732
ENSG00000224025,2860
ENSG00000219149,490
ENSG00000204612,1299
ENSG00000154330,7714
ENSG00000135069,2206
ENSG00000276204,1198
ENSG00000277213,481
ENSG00000279706,1188
ENSG00000165105,6644
ENSG00000106733,3865
ENSG00000236376,458
ENSG00000237529,1514
ENSG00000137054,2499
ENSG00000233457,662
ENSG00000228046,676
ENSG00000227638,935
ENSG00000135052,4233
ENSG00000278001,415
ENSG00000225937,14176
ENSG00000286612,1554
ENSG00000232851,258
ENSG00000286414,1445
ENSG00000235523,361
ENSG00000233262,373
ENSG00000083223,6707
ENSG00000239986,330
ENSG00000228375,352
ENSG00000107165,3736
ENSG00000156049,2736
ENSG00000107372,7065
ENSG00000234819,238
ENSG00000230003,216
ENSG00000168795,4690
ENSG00000135040,6805
ENSG00000279503,619
ENSG00000187559,2218
ENSG00000231193,551
ENSG00000229345,1022
ENSG00000165233,3082
ENSG00000241571,1279
ENSG00000286332,3138
ENSG00000277260,727
ENSG00000231804,474
ENSG00000277575,944
ENSG00000286916,357
ENSG00000288225,319
ENSG00000230188,473
ENSG00000231373,605
ENSG00000134996,1348
ENSG00000230335,806
ENSG00000233933,423
ENSG00000275676,1126
ENSG00000232981,1060
ENSG00000228123,1017
ENSG00000172159,6486
ENSG00000270627,382
ENSG00000130222,1323
ENSG00000268951,578
ENSG00000233713,230
ENSG00000277412,1988
ENSG00000214908,741
ENSG00000136842,3676
ENSG00000273806,109
ENSG00000273849,481
ENSG00000233947,1250
ENSG00000237072,530
ENSG00000231799,1197
ENSG00000185074,886
ENSG00000234276,502
ENSG00000276149,370
ENSG00000230302,303
ENSG00000276277,78
ENSG00000205636,387
ENSG00000230161,422
ENSG00000270909,1809
ENSG00000234910,1273
ENSG00000236005,441
ENSG00000274181,1444
ENSG00000233727,177
ENSG00000136891,7264
ENSG00000228174,1408
ENSG00000277598,235
ENSG00000198785,8189
ENSG00000233555,581
ENSG00000155833,2276
ENSG00000225460,456
ENSG00000225072,957
ENSG00000095209,4531
ENSG00000278988,479
ENSG00000131668,1755
ENSG00000278485,82
ENSG00000235201,256
ENSG00000229541,1015
ENSG00000225901,931
ENSG00000224267,347
ENSG00000231166,479
ENSG00000228366,492
ENSG00000230418,490
ENSG00000232203,877
ENSG00000271225,565
ENSG00000156755,350
ENSG00000235626,1269
ENSG00000131669,2604
ENSG00000227068,633
ENSG00000278382,275
ENSG00000197969,20100
ENSG00000287233,987
ENSG00000229830,183
ENSG00000276457,1369
ENSG00000287800,204
ENSG00000119318,4613
ENSG00000228053,478
ENSG00000232486,2434
ENSG00000214761,960
ENSG00000236862,361
ENSG00000225360,472
ENSG00000213711,814
ENSG00000136944,6345
ENSG00000231293,321
ENSG00000278077,211
ENSG00000196730,8908
ENSG00000244081,397
ENSG00000213558,269
ENSG00000136925,5668
ENSG00000078725,3874
ENSG00000148123,3651
ENSG00000236783,343
ENSG00000136937,5506
ENSG00000228373,260
ENSG00000185775,4312
ENSG00000219928,174
ENSG00000187210,9251
ENSG00000225337,416
ENSG00000236709,702
ENSG00000232905,946
ENSG00000197550,3275
ENSG00000229753,466
ENSG00000231521,285
ENSG00000196781,5257
ENSG00000228656,1279
ENSG00000239792,555
ENSG00000235901,3105
ENSG00000180447,3145
ENSG00000231741,1468
ENSG00000226246,1276
ENSG00000127084,5818
ENSG00000238010,394
ENSG00000119509,7131
ENSG00000232242,837
ENSG00000136824,6470
ENSG00000177736,547
ENSG00000251349,2069
ENSG00000223615,171
ENSG00000157303,1258
ENSG00000270688,169
ENSG00000288537,2102
ENSG00000148200,7125
ENSG00000148175,3199
ENSG00000106723,4903
ENSG00000187742,9820
ENSG00000225531,729
ENSG00000233936,886
ENSG00000279137,1934
ENSG00000229019,905
ENSG00000213529,403
ENSG00000260720,721
ENSG00000196739,14011
ENSG00000231744,607
ENSG00000136942,1535
ENSG00000227412,1218
ENSG00000228248,384
ENSG00000215210,1168
ENSG00000226047,329
ENSG00000275017,471
ENSG00000241697,2575
ENSG00000234269,671
ENSG00000136826,3662
ENSG00000223918,224
ENSG00000135070,3251
ENSG00000160563,3857
ENSG00000136950,3610
ENSG00000147872,5011
ENSG00000186350,12077
ENSG00000167081,4904
ENSG00000225513,450
ENSG00000119487,6741
ENSG00000226998,664
ENSG00000232413,316
ENSG00000136940,3351
ENSG00000237360,420
ENSG00000119471,3307
ENSG00000274688,217
ENSG00000169071,5880
ENSG00000165113,3402
ENSG00000136935,6085
ENSG00000230081,211
ENSG00000130559,8960
ENSG00000169253,318
ENSG00000070159,9995
ENSG00000165304,3087
ENSG00000181090,22188
ENSG00000107290,12141
ENSG00000148344,1891
ENSG00000228707,509
ENSG00000260970,1463
ENSG00000236521,3310
ENSG00000136828,10507
ENSG00000196814,7904
ENSG00000182752,11585
ENSG00000237999,1116
ENSG00000185585,6771
ENSG00000226234,1156
ENSG00000231649,4016
ENSG00000233526,874
ENSG00000235377,881
ENSG00000170681,3098
ENSG00000237257,1025
ENSG00000279929,1951
ENSG00000230360,2614
ENSG00000234637,433
ENSG00000224887,991
ENSG00000202383,117
ENSG00000252991,106
ENSG00000199065,79
ENSG00000222581,186
ENSG00000240613,300
ENSG00000207433,107
ENSG00000251733,131
ENSG00000252943,104
ENSG00000201118,96
ENSG00000251834,108
ENSG00000241152,304
ENSG00000207360,106
ENSG00000222693,341
ENSG00000243115,295
ENSG00000223088,267
ENSG00000272113,90
ENSG00000200502,101
ENSG00000206784,113
ENSG00000252723,101
ENSG00000277049,118
ENSG00000276094,95
ENSG00000278028,112
ENSG00000276562,284
ENSG00000276029,81
ENSG00000273717,261
ENSG00000206804,107
ENSG00000252428,119
ENSG00000200041,102
ENSG00000274852,261
ENSG00000222452,314
ENSG00000201711,107
ENSG00000274326,261
ENSG00000277320,409
ENSG00000251776,289
ENSG00000212421,136
ENSG00000222293,191
ENSG00000251752,174
ENSG00000223012,289
ENSG00000212316,107
ENSG00000263967,95
ENSG00000265347,65
ENSG00000265873,70
ENSG00000200966,301
ENSG00000202308,107
ENSG00000238882,107
ENSG00000199905,104
ENSG00000253031,105
ENSG00000244104,299
ENSG00000222558,104
ENSG00000274263,59
ENSG00000222327,104
ENSG00000200261,112
ENSG00000222459,113
ENSG00000263861,71
ENSG00000206923,109
ENSG00000212409,89
ENSG00000207401,102
ENSG00000274755,100
ENSG00000223238,99
ENSG00000242256,290
ENSG00000199525,121
ENSG00000243911,242
ENSG00000207814,72
ENSG00000222356,105
ENSG00000199313,140
ENSG00000241246,300
ENSG00000207726,96
ENSG00000207595,110
ENSG00000207737,89
ENSG00000253079,370
ENSG00000252985,78
ENSG00000243845,306
ENSG00000263897,62
ENSG00000271833,628
ENSG00000136856,3928
ENSG00000196152,2302
ENSG00000197958,2453
ENSG00000201302,130
ENSG00000200788,113
ENSG00000136830,4617
ENSG00000279571,743
ENSG00000187024,4072
ENSG00000283874,109
ENSG00000160401,4704
ENSG00000167094,6347
ENSG00000160404,3790
ENSG00000095370,4628
ENSG00000136807,3005
ENSG00000283863,91
ENSG00000284547,90
ENSG00000122694,3055
ENSG00000185972,1947
ENSG00000222760,140
ENSG00000171169,3620
ENSG00000230536,765
ENSG00000234771,6391
ENSG00000232850,2100
ENSG00000148346,1596
ENSG00000171159,1653
ENSG00000167112,5832
ENSG00000272696,573
ENSG00000167113,4806
ENSG00000167114,3229
ENSG00000223551,618
ENSG00000167118,4368
ENSG00000207955,1504
ENSG00000284185,97
ENSG00000283335,88
ENSG00000273186,409
ENSG00000228510,1734
ENSG00000187791,1357
ENSG00000178723,1122
ENSG00000215199,738
ENSG00000273597,1653
ENSG00000279489,1751
ENSG00000233148,583
ENSG00000200106,109
ENSG00000227399,483
ENSG00000237306,327
ENSG00000275756,1027
ENSG00000232179,132
ENSG00000228069,779
ENSG00000238288,347
ENSG00000240791,294
ENSG00000227321,1033
ENSG00000224809,2254
ENSG00000281156,90
ENSG00000239183,133
ENSG00000198000,8056
ENSG00000229530,913
ENSG00000106809,4020
ENSG00000106819,2470
ENSG00000264158,75
ENSG00000225551,132
ENSG00000285650,3199
ENSG00000213669,465
ENSG00000165115,7739
ENSG00000165118,2754
ENSG00000284179,110
ENSG00000202523,102
ENSG00000270166,274
ENSG00000263892,66
ENSG00000231393,679
ENSG00000159884,1459
ENSG00000137135,6405
ENSG00000243136,269
ENSG00000198467,3183
ENSG00000284195,66
ENSG00000107175,1635
ENSG00000273945,74
ENSG00000070610,4803
ENSG00000107185,7126
ENSG00000215183,794
ENSG00000228843,696
ENSG00000137098,2722
ENSG00000137133,2395
ENSG00000285645,1810
ENSG00000137103,16221
ENSG00000204930,3941
ENSG00000236083,926
ENSG00000233659,385
ENSG00000196196,935
ENSG00000235387,2902
ENSG00000287986,530
ENSG00000225639,725
ENSG00000278889,1047
ENSG00000213866,975
ENSG00000186940,456
ENSG00000237434,832
ENSG00000171843,8081
ENSG00000263790,91
ENSG00000222202,107
ENSG00000264941,78
ENSG00000237088,788
ENSG00000207609,84
ENSG00000202189,129
ENSG00000187609,7575
ENSG00000188833,2836
ENSG00000284317,61
ENSG00000130653,9845
ENSG00000182154,582
ENSG00000148399,4925
ENSG00000165724,2392
ENSG00000197070,3790
ENSG00000283411,235
ENSG00000274841,281
ENSG00000233998,562
ENSG00000238110,748
ENSG00000271923,107
ENSG00000217716,494
ENSG00000225385,417
ENSG00000276535,1000
ENSG00000229288,2090
ENSG00000231756,414
ENSG00000230694,455
ENSG00000183784,3070
ENSG00000235880,406
ENSG00000202172,105
ENSG00000229875,341
ENSG00000227914,1207
ENSG00000137090,3253
ENSG00000064218,2697
ENSG00000200570,112
ENSG00000201074,112
ENSG00000237385,641
ENSG00000188938,10144
ENSG00000283146,54
ENSG00000056558,4476
ENSG00000243738,277
ENSG00000214651,1463
ENSG00000235865,4763
ENSG00000238143,486
ENSG00000253041,57
ENSG00000236763,379
ENSG00000230328,1580
ENSG00000234502,921
ENSG00000136897,3336
ENSG00000270982,133
ENSG00000165152,5549
ENSG00000233055,243
ENSG00000155827,4692
ENSG00000188386,3418
ENSG00000136881,4734
ENSG00000120159,3160
ENSG00000232466,372
ENSG00000240306,293
ENSG00000137055,5315
ENSG00000184434,3588
ENSG00000254396,564
ENSG00000223162,115
ENSG00000232867,300
ENSG00000120160,1412
ENSG00000237734,708
ENSG00000173611,13036
ENSG00000154529,13220
ENSG00000148019,14355
ENSG00000148090,2263
ENSG00000119125,7904
ENSG00000096968,7908
ENSG00000106868,4074
ENSG00000165091,8712
ENSG00000181778,1261
ENSG00000136895,9695
ENSG00000229369,589
ENSG00000213590,1322
ENSG00000260190,820
ENSG00000159069,3294
ENSG00000176919,1152
ENSG00000184925,2862
ENSG00000107317,2712
ENSG00000284341,989
ENSG00000214402,4052
ENSG00000148362,1363
ENSG00000169583,969
ENSG00000180539,4990
ENSG00000180549,1662
ENSG00000107281,2720
ENSG00000054179,2640
ENSG00000186193,3814
ENSG00000197355,5267
ENSG00000268996,1872
ENSG00000261793,460
ENSG00000185863,786
ENSG00000176248,5458
ENSG00000176101,1170
ENSG00000176058,5281
ENSG00000187713,1567
ENSG00000233198,1569
ENSG00000198569,2304
ENSG00000188229,2037
ENSG00000188163,1801
ENSG00000188986,2540
ENSG00000198113,4171
ENSG00000270259,515
ENSG00000260996,1854
ENSG00000198435,2641
ENSG00000120156,4804
ENSG00000228948,1353
ENSG00000225002,456
ENSG00000229297,371
ENSG00000277889,95
ENSG00000200131,353
ENSG00000228143,581
ENSG00000212276,118
ENSG00000148143,12190
ENSG00000231562,779
ENSG00000227358,355
ENSG00000268926,3919
ENSG00000252847,113
ENSG00000199202,137
ENSG00000237631,569
ENSG00000237212,2221
ENSG00000201938,96
ENSG00000224546,1850
ENSG00000231678,400
ENSG00000231810,308
ENSG00000213556,265
ENSG00000148156,1399
ENSG00000187003,1491
ENSG00000070061,24261
ENSG00000119328,2525
ENSG00000119326,3124
ENSG00000199331,102
ENSG00000207698,70
ENSG00000277713,67
ENSG00000232172,585
ENSG00000224797,265
ENSG00000188710,1653
ENSG00000130720,4056
ENSG00000130711,2481
ENSG00000268707,507
ENSG00000188483,2710
ENSG00000242281,292
ENSG00000236146,335
ENSG00000226355,2308
ENSG00000261334,1934
ENSG00000235007,4324
ENSG00000204055,5742
ENSG00000234680,1412
ENSG00000226625,1190
ENSG00000271454,1249
ENSG00000243695,720
ENSG00000278825,261
ENSG00000204849,4357
ENSG00000229707,487
ENSG00000269692,1371
ENSG00000273994,477
ENSG00000234720,1291
ENSG00000232239,1447
ENSG00000229273,458
ENSG00000277774,284
ENSG00000252724,95
ENSG00000232798,346
ENSG00000237846,706
ENSG00000228136,347
ENSG00000236966,472
ENSG00000283211,310
ENSG00000283246,1097
ENSG00000212441,107
ENSG00000234812,228
ENSG00000224681,466
ENSG00000227069,909
ENSG00000274157,229
ENSG00000119457,2465
ENSG00000271631,610
ENSG00000237906,566
ENSG00000285115,422
ENSG00000284763,422
ENSG00000284962,422
ENSG00000285076,422
ENSG00000284867,422
ENSG00000285370,422
ENSG00000136867,2473
ENSG00000165204,951
ENSG00000233425,1264
ENSG00000056586,11563
ENSG00000212447,111
ENSG00000186130,4099
ENSG00000171448,4657
ENSG00000011454,7656
ENSG00000222351,107
ENSG00000213216,381
ENSG00000225078,858
ENSG00000236901,5984
ENSG00000165209,8121
ENSG00000283941,98
ENSG00000207000,107
ENSG00000270236,292
ENSG00000243888,398
ENSG00000233551,273
ENSG00000285130,8714
ENSG00000165060,7261
ENSG00000119139,15243
ENSG00000172889,2564
ENSG00000199161,85
ENSG00000165716,3394
ENSG00000280496,136
ENSG00000276161,130
ENSG00000274998,133
ENSG00000281808,132
ENSG00000187922,4263
ENSG00000204003,2651
ENSG00000267206,1672
ENSG00000278756,78
ENSG00000177984,2887
ENSG00000224662,280
ENSG00000244187,1514
ENSG00000272896,735
ENSG00000213213,2976
ENSG00000273066,4335
ENSG00000272679,561
ENSG00000228544,2386
ENSG00000196642,10178
ENSG00000213212,1963
ENSG00000265806,67
ENSG00000054148,1612
ENSG00000177943,5490
ENSG00000107223,1222
ENSG00000266507,71
ENSG00000165689,3138
ENSG00000148384,6847
ENSG00000196366,2573
ENSG00000227512,864
ENSG00000106701,9877
ENSG00000229419,6232
ENSG00000279609,1621
ENSG00000186051,668
ENSG00000156345,5727
ENSG00000135049,4939
ENSG00000205442,1294
ENSG00000165185,13139
ENSG00000136866,6357
ENSG00000066697,3289
ENSG00000130558,6125
ENSG00000147905,3957
